user_id,product_id,purchase_date,quantity
568,311,2024-02-05,1
1055,1172,2023-10-02,1
678,994,2020-08-28,4
260,374,2019-10-09,2
958,178,2024-01-29,1
1224,140,2023-07-09,1
889,1081,2019-11-13,5
410,196,2020-08-20,1
623,268,2023-07-24,1
97,836,2023-10-26,2
88,45,2022-02-17,5
837,526,2023-11-21,3
1133,213,2020-01-23,3
1188,839,2021-04-09,1
1060,459,2021-03-20,2
751,529,2020-10-08,2
918,731,2024-03-17,1
12,106,2021-01-04,1
714,417,2020-12-09,5
301,740,2020-02-10,3
766,1152,2020-02-06,5
996,1083,2023-03-30,1
137,1094,2022-07-18,1
627,509,2022-07-07,3
624,389,2023-01-08,5
163,968,2024-07-15,2
782,975,2020-01-24,2
1173,948,2023-08-02,2
710,887,2023-04-13,4
935,90,2024-01-10,1
1028,127,2022-11-18,1
1150,59,2022-07-14,1
1147,988,2021-05-04,3
385,1039,2021-08-04,1
597,156,2023-04-09,2
301,769,2021-06-26,2
829,761,2024-07-01,2
307,310,2020-07-24,1
1221,646,2022-09-01,3
997,1203,2022-10-15,4
1008,427,2022-11-11,1
419,903,2022-02-16,1
42,876,2022-05-02,5
110,769,2020-06-18,4
255,166,2020-10-23,3
1023,90,2022-06-15,2
921,63,2022-05-27,1
496,951,2021-06-02,3
220,922,2024-06-29,2
98,485,2022-04-15,5
717,312,2020-03-31,3
748,49,2023-04-14,2
1070,255,2019-11-21,1
968,115,2020-11-21,2
1150,774,2019-12-22,3
1057,352,2022-08-03,2
150,1097,2020-01-30,3
53,305,2022-12-03,1
1009,969,2020-12-08,2
457,490,2023-09-14,5
923,1097,2021-09-02,2
1021,855,2023-11-28,4
214,843,2021-10-30,4
1005,790,2020-02-24,2
915,437,2022-09-16,2
1183,152,2024-07-31,5
118,395,2021-12-15,1
106,544,2020-05-24,1
70,710,2024-02-17,3
1201,141,2022-04-11,3
818,858,2024-01-28,4
783,418,2022-09-19,3
891,174,2019-09-25,4
314,1015,2024-04-08,3
37,522,2021-09-29,1
1049,236,2022-06-27,1
810,1065,2020-05-23,1
247,1110,2021-02-28,4
611,127,2024-07-02,2
811,556,2022-06-05,4
563,1012,2021-10-15,2
472,216,2022-04-28,1
346,202,2023-06-29,1
421,707,2021-05-13,1
217,65,2020-10-12,5
891,1222,2024-01-22,5
170,129,2022-03-11,2
204,892,2022-02-01,2
246,423,2022-10-09,2
1097,0,2023-09-03,3
459,876,2024-01-07,4
359,387,2021-05-07,4
615,351,2022-01-02,2
1045,144,2020-04-29,5
552,698,2022-04-12,3
678,55,2020-03-16,1
984,46,2021-02-02,4
611,842,2020-03-24,4
71,827,2022-07-26,1
19,352,2023-06-13,1
1217,164,2020-09-26,5
503,448,2022-10-21,4
336,1022,2020-12-18,4
850,60,2020-08-18,3
440,945,2023-01-25,4
182,99,2023-02-02,1
329,642,2021-12-17,5
904,849,2022-11-04,4
134,566,2020-02-08,3
811,279,2020-06-27,2
804,675,2023-01-13,3
352,465,2019-11-04,3
132,243,2022-10-07,4
124,527,2023-11-25,5
518,1052,2021-09-20,4
205,263,2023-07-12,5
1161,609,2021-06-02,1
662,1073,2023-08-26,1
456,558,2022-10-18,2
352,724,2022-07-09,1
651,1065,2021-04-04,1
801,1061,2022-08-23,3
1090,222,2023-12-04,3
803,1085,2020-06-20,4
926,294,2020-03-26,5
139,821,2022-01-17,3
974,50,2022-07-30,1
836,410,2023-05-01,2
365,206,2020-11-10,4
423,462,2023-08-15,3
124,1193,2023-11-29,1
167,994,2022-11-05,2
486,862,2020-01-21,4
354,576,2021-09-27,5
283,66,2024-07-26,4
734,971,2022-09-11,1
1087,59,2020-07-06,5
422,18,2024-06-06,5
374,328,2023-10-02,1
611,285,2019-09-20,4
633,695,2022-02-09,1
794,296,2023-04-09,5
757,681,2023-05-09,4
187,224,2024-06-15,5
707,761,2023-10-31,2
653,332,2021-01-20,4
789,74,2022-11-26,2
642,369,2020-07-25,5
1014,807,2020-02-02,3
792,401,2019-09-03,3
235,823,2022-04-28,1
72,770,2019-09-03,2
980,864,2019-11-02,3
940,841,2024-01-13,2
814,659,2019-11-05,2
820,260,2020-06-03,3
137,621,2023-12-11,4
783,902,2023-12-24,3
129,793,2024-03-08,5
642,1044,2023-08-08,2
345,883,2023-07-30,1
40,734,2020-02-05,4
1189,626,2022-07-23,2
138,522,2023-01-06,1
493,416,2022-01-09,1
473,740,2022-12-26,2
857,1072,2024-05-30,4
350,506,2019-11-21,1
909,226,2020-09-19,2
537,661,2022-05-30,4
446,863,2019-10-24,4
754,665,2020-11-19,1
748,298,2022-09-09,5
490,670,2024-01-14,2
440,740,2022-02-08,4
423,1219,2024-04-20,3
1063,763,2020-12-22,5
152,1054,2022-12-02,1
918,1075,2020-02-26,2
911,904,2022-02-19,4
1119,328,2021-01-25,3
816,1010,2023-01-20,4
1010,578,2019-10-22,2
346,1210,2023-11-05,2
142,27,2022-07-31,2
225,950,2021-08-20,2
743,1,2022-02-07,3
1113,166,2022-04-20,2
280,1117,2021-12-17,1
1149,197,2021-08-01,3
856,772,2023-06-13,4
1090,62,2020-02-23,2
1215,741,2019-10-05,1
1192,860,2021-10-29,3
316,946,2020-11-02,3
1044,493,2023-05-22,1
22,359,2023-09-02,1
1219,1156,2020-08-19,2
1022,532,2024-03-12,1
375,453,2021-02-08,3
736,230,2019-08-19,2
1025,1053,2020-07-25,4
449,563,2022-09-17,5
1181,600,2020-07-14,4
725,843,2024-07-29,5
627,203,2020-09-21,4
957,399,2020-03-13,1
294,454,2021-10-21,3
68,804,2020-08-21,5
1021,120,2022-02-01,1
602,1018,2021-01-16,5
1001,1011,2021-10-19,3
291,350,2023-12-16,2
860,1005,2022-08-27,3
601,912,2021-06-22,4
847,1074,2021-03-30,2
222,1121,2022-07-17,2
487,1161,2021-08-28,2
991,861,2020-02-06,1
714,1177,2019-10-02,1
247,1118,2022-05-21,4
646,150,2021-02-02,3
1,600,2022-10-02,5
12,905,2024-01-09,2
600,899,2021-06-01,1
1050,160,2022-11-19,5
747,184,2021-11-28,4
463,145,2021-08-23,3
216,681,2021-03-11,2
574,786,2024-07-27,2
34,1168,2021-07-09,2
504,39,2024-04-16,4
1200,398,2024-02-19,5
901,866,2021-07-08,2
790,447,2023-04-15,1
423,326,2021-11-06,3
396,82,2023-08-12,4
225,202,2023-05-30,1
388,963,2021-10-15,5
371,1006,2020-08-14,5
359,1008,2020-06-13,2
938,52,2020-12-15,3
457,3,2022-01-11,5
80,766,2023-02-20,1
787,68,2021-04-13,4
779,786,2024-05-05,1
548,345,2024-05-14,4
287,631,2019-10-13,4
356,242,2019-08-15,4
709,489,2020-07-09,1
771,507,2023-02-08,5
1143,259,2024-04-19,2
683,435,2020-03-12,5
804,102,2022-04-15,4
307,891,2021-11-12,2
142,1018,2019-09-16,5
394,330,2022-06-11,3
862,1145,2020-03-11,2
1028,39,2021-02-13,2
69,623,2021-10-21,4
481,211,2024-01-08,4
1124,282,2022-07-27,4
963,83,2023-04-18,2
676,708,2020-03-17,1
945,256,2024-05-21,1
1080,961,2020-11-18,3
185,21,2020-05-27,4
39,500,2023-04-04,3
100,930,2022-10-04,2
26,479,2021-12-27,3
793,354,2020-05-15,2
982,696,2020-01-26,4
134,574,2023-09-01,3
481,436,2020-02-29,1
546,163,2022-08-30,5
95,624,2022-06-23,1
179,1055,2020-02-07,1
392,324,2023-01-12,4
1157,39,2021-08-30,2
612,1032,2024-05-20,1
91,726,2021-05-15,1
702,107,2024-04-19,3
674,618,2020-02-17,5
490,840,2022-10-18,4
107,1207,2020-09-19,4
293,1207,2024-01-20,4
221,344,2023-12-18,4
363,846,2019-08-06,2
93,809,2024-07-24,4
132,183,2021-02-15,5
883,380,2020-06-04,3
139,627,2020-10-23,1
868,441,2023-05-11,1
6,1001,2020-03-30,1
975,694,2022-09-06,1
756,104,2020-08-20,5
595,1030,2023-10-14,2
424,352,2022-07-04,1
520,802,2020-05-06,4
276,277,2023-01-23,2
1082,117,2022-10-20,2
1069,403,2024-01-06,1
872,223,2021-09-19,5
18,620,2021-01-05,3
22,168,2022-04-07,2
762,236,2024-07-20,5
1115,588,2022-11-22,4
928,914,2021-03-14,2
756,624,2020-04-18,5
568,1187,2022-09-22,2
1108,207,2021-11-27,4
971,920,2024-07-17,2
580,1213,2019-08-06,1
627,1070,2024-01-13,2
378,48,2021-12-09,1
192,1024,2020-08-04,2
992,522,2022-10-03,3
763,468,2021-02-22,4
584,31,2022-01-25,3
998,448,2020-08-24,5
914,615,2023-03-15,5
451,903,2020-04-22,5
356,499,2022-06-16,5
5,606,2022-06-23,3
993,872,2023-03-27,5
633,583,2021-01-13,1
21,160,2024-05-12,2
890,971,2020-12-01,5
96,585,2019-08-19,1
674,393,2021-04-30,5
863,753,2023-03-14,5
225,797,2020-07-05,1
509,174,2023-10-08,5
360,116,2022-01-05,5
90,712,2023-04-23,5
520,171,2020-04-02,1
1191,612,2021-09-27,4
1111,1058,2020-11-01,4
980,378,2020-10-27,3
150,85,2021-07-04,2
1113,999,2020-06-03,1
786,562,2022-06-04,1
146,2,2019-10-04,3
375,311,2023-12-05,4
594,298,2021-05-16,4
214,352,2023-12-19,4
176,901,2023-04-24,5
1058,103,2021-09-29,5
554,403,2020-07-16,1
830,895,2023-02-27,5
408,159,2022-02-13,2
295,991,2020-03-04,5
811,971,2020-10-26,3
478,310,2021-07-12,5
554,948,2023-01-28,2
1109,307,2022-07-30,5
578,860,2021-07-26,3
1149,726,2023-01-03,4
46,942,2021-01-26,5
930,274,2022-03-30,1
1061,664,2023-08-14,2
728,888,2022-07-22,3
228,148,2022-03-02,5
899,532,2022-06-17,5
1182,445,2020-03-17,2
1185,439,2022-03-28,4
306,656,2020-04-28,3
700,1196,2019-08-07,5
980,248,2021-07-08,3
1135,1147,2021-09-16,5
284,388,2023-04-02,1
1052,47,2020-03-11,2
212,1065,2022-11-24,3
1169,409,2020-02-16,1
626,809,2020-07-02,2
735,973,2021-07-11,2
1046,288,2024-06-09,3
938,89,2023-04-04,3
486,699,2020-06-13,2
388,282,2020-03-09,2
886,872,2021-01-06,1
1131,163,2021-04-02,2
483,916,2021-03-24,1
1037,553,2024-03-29,5
312,552,2022-11-19,1
283,1186,2024-05-04,3
156,696,2021-06-26,3
1015,424,2023-03-17,1
231,20,2022-04-21,3
508,534,2023-05-24,4
707,1017,2021-08-28,1
810,446,2020-06-03,4
515,117,2024-07-09,4
1030,34,2022-08-17,1
853,607,2024-04-22,2
161,339,2023-04-06,2
445,1070,2023-09-01,3
626,606,2023-06-16,2
736,869,2023-09-14,5
310,47,2019-11-17,4
1053,970,2021-01-05,2
985,577,2021-03-17,5
143,1190,2022-05-27,3
99,346,2021-02-02,2
620,192,2020-10-06,5
586,1220,2020-10-03,2
845,85,2020-11-06,3
112,751,2023-12-13,4
699,470,2023-01-18,1
64,656,2021-04-13,3
440,245,2022-05-05,4
178,714,2019-09-15,4
1045,666,2021-04-14,2
800,165,2020-08-29,5
542,362,2022-07-10,2
486,565,2020-03-10,2
1045,1131,2020-09-27,3
315,158,2020-12-21,5
397,523,2024-07-09,1
111,185,2022-03-02,2
498,487,2023-01-24,1
721,252,2021-01-25,1
105,882,2021-02-10,1
1106,187,2023-10-10,5
290,1115,2020-02-27,3
734,730,2020-05-17,2
1052,1148,2020-11-03,3
977,556,2022-05-22,4
528,769,2024-04-05,2
152,521,2023-01-20,3
710,117,2021-01-17,5
1056,394,2023-09-28,1
224,203,2023-05-09,2
1200,740,2023-03-15,2
86,300,2020-09-26,1
908,779,2021-12-10,4
547,459,2022-11-20,4
1059,397,2022-06-04,5
716,682,2022-04-12,2
1121,789,2023-06-20,3
731,843,2019-09-26,5
1152,931,2020-04-10,3
955,426,2023-04-24,1
132,784,2023-10-31,3
457,948,2024-04-20,5
401,98,2021-01-31,1
1162,319,2023-05-09,3
1079,1043,2021-07-27,4
296,910,2019-09-13,4
727,638,2022-03-14,1
444,261,2024-06-18,5
272,412,2021-05-18,1
795,1087,2019-08-09,3
8,591,2020-10-31,2
921,499,2019-09-01,4
879,829,2021-07-13,4
1024,122,2020-10-21,4
465,604,2019-12-03,5
1153,164,2021-02-05,3
404,363,2023-07-24,5
707,11,2020-05-24,1
1100,218,2023-03-08,4
235,1071,2023-10-27,1
1089,355,2023-07-25,1
1128,487,2020-01-07,3
877,503,2023-12-02,3
143,771,2023-09-25,3
626,770,2023-09-09,1
1015,575,2024-02-16,5
622,187,2021-12-26,5
1186,843,2020-11-05,2
770,3,2023-03-03,5
332,1197,2024-06-29,3
76,147,2020-04-13,2
448,723,2023-07-13,2
655,782,2022-02-01,1
447,4,2020-05-20,3
293,744,2019-09-12,2
828,369,2024-05-29,4
1124,1016,2022-09-28,5
524,152,2024-01-01,5
403,928,2021-05-04,2
1223,595,2020-01-13,5
43,688,2022-11-16,4
912,285,2022-11-12,3
648,690,2021-11-20,3
1205,186,2021-05-28,3
567,1174,2022-12-02,3
436,710,2022-10-02,1
1024,112,2022-02-02,1
436,582,2019-09-05,3
851,787,2021-10-12,1
950,1173,2022-11-02,3
623,702,2023-11-13,1
330,331,2022-02-19,5
1126,688,2021-12-24,1
889,504,2023-02-21,2
552,959,2023-12-25,1
743,714,2019-09-20,4
148,403,2024-05-14,1
1075,900,2022-06-24,3
1185,209,2021-01-27,1
79,847,2022-07-04,2
1204,1144,2019-10-31,4
187,333,2022-04-09,3
227,1198,2022-08-24,4
422,80,2024-07-28,2
627,96,2021-08-01,1
1022,1208,2022-04-14,4
147,487,2021-11-15,5
868,824,2022-06-15,2
563,398,2022-12-10,3
980,507,2020-08-31,3
1179,219,2021-02-06,4
1103,149,2022-07-12,3
871,451,2023-06-20,3
283,809,2019-10-24,2
563,678,2021-10-13,1
1087,69,2024-04-23,3
424,770,2022-11-03,3
917,466,2022-06-18,5
1140,133,2019-09-01,3
37,1112,2023-01-05,2
565,716,2020-10-09,1
686,1223,2021-04-25,2
918,188,2021-01-15,5
482,178,2020-06-09,2
212,427,2022-12-07,3
745,595,2022-03-14,5
289,1203,2021-03-26,5
1107,338,2022-09-05,2
137,1190,2020-10-27,2
554,961,2020-12-22,2
188,575,2024-01-15,4
355,1057,2021-01-14,4
631,233,2023-06-13,5
168,683,2021-01-20,1
836,591,2021-05-08,2
389,305,2019-12-03,3
499,502,2021-11-22,1
1206,595,2020-12-20,1
64,1111,2022-08-09,5
153,1133,2024-02-12,2
852,17,2020-10-22,3
927,350,2021-09-25,4
1084,630,2023-07-28,5
1161,872,2021-01-24,3
208,5,2022-03-29,1
565,364,2023-07-26,3
648,1057,2019-12-18,1
198,340,2022-06-24,3
50,1071,2023-11-28,3
784,1187,2021-05-24,2
813,747,2023-07-09,4
1052,722,2021-03-22,5
711,941,2022-01-03,2
973,651,2019-11-18,5
536,298,2024-03-11,2
388,30,2022-11-14,1
590,949,2022-08-04,4
285,365,2023-11-07,2
658,1075,2021-06-12,4
133,247,2020-11-24,5
920,68,2020-07-01,4
563,58,2020-09-16,4
1121,919,2019-12-19,5
525,670,2020-07-23,5
842,883,2023-02-27,2
873,615,2019-12-16,1
110,587,2024-01-12,2
863,864,2019-09-23,5
139,763,2020-09-12,3
969,206,2019-09-28,4
933,1065,2022-10-28,2
1007,716,2020-07-29,3
121,77,2021-07-16,1
24,615,2022-08-21,4
370,401,2023-05-02,5
640,89,2022-03-01,4
21,869,2020-11-05,3
1017,919,2023-10-03,1
878,1102,2023-04-06,4
627,1076,2020-12-24,5
265,659,2021-12-03,5
1118,115,2021-12-27,1
1003,533,2020-08-12,5
1015,979,2021-02-10,5
204,488,2021-06-10,3
744,599,2019-12-28,4
85,321,2020-05-17,2
259,256,2021-03-16,3
1021,1003,2023-10-15,5
648,1054,2020-10-08,2
970,1038,2021-12-09,4
1042,541,2024-02-13,4
1216,471,2021-08-21,4
525,896,2022-05-13,3
332,481,2023-01-24,4
200,362,2024-04-19,2
518,796,2022-03-17,4
35,1222,2020-10-06,5
1042,1157,2024-07-07,1
569,704,2020-02-10,3
883,1133,2020-04-24,5
676,989,2022-08-28,2
534,1179,2019-09-25,1
301,321,2021-06-13,5
477,1192,2021-01-02,1
893,328,2020-05-17,5
1032,205,2022-09-02,5
440,988,2022-01-31,1
917,114,2023-10-03,3
527,509,2022-04-09,5
765,584,2019-08-28,2
752,19,2022-07-19,4
411,774,2021-02-11,2
379,1011,2020-07-15,3
1084,1180,2021-02-28,1
400,930,2020-01-02,4
1091,1184,2020-12-26,1
124,714,2020-06-28,4
1090,125,2024-06-22,1
262,1006,2023-04-19,1
413,1152,2020-12-26,1
581,492,2024-06-26,3
696,132,2024-06-12,3
627,491,2020-10-31,5
663,86,2021-09-19,5
266,202,2021-07-16,5
976,317,2021-05-16,5
665,563,2024-03-23,5
1155,284,2024-06-25,1
379,9,2021-02-28,5
1201,62,2022-05-12,1
719,1020,2020-02-01,2
1034,66,2020-02-20,5
680,766,2020-09-26,2
1148,1173,2022-01-31,3
190,776,2020-06-18,3
731,794,2021-07-16,5
875,907,2020-04-27,1
1190,462,2023-10-30,2
28,1113,2023-01-07,1
916,258,2020-01-11,3
291,169,2022-07-21,5
472,374,2022-09-19,2
257,1042,2021-11-03,5
527,1170,2024-07-22,4
797,828,2023-04-10,5
464,1042,2020-08-25,3
702,286,2024-07-05,1
28,954,2024-05-22,1
13,399,2023-04-30,2
367,420,2022-03-24,2
1141,74,2022-01-04,2
1008,861,2022-05-08,1
929,825,2022-04-17,1
267,847,2021-06-06,2
62,67,2019-12-03,4
1031,484,2023-03-25,5
941,1037,2019-12-30,5
853,1037,2020-02-19,5
323,244,2020-05-13,2
710,772,2021-08-14,3
8,656,2023-05-04,2
450,1074,2023-08-10,1
689,769,2024-02-07,4
406,896,2020-01-23,5
1144,155,2023-09-18,2
84,1103,2022-12-05,3
518,730,2024-01-15,1
284,658,2020-06-15,5
933,1154,2023-01-09,5
834,622,2020-05-20,2
837,248,2021-07-01,2
1011,666,2021-06-13,1
734,244,2022-06-26,5
250,195,2022-06-08,3
1114,532,2023-02-07,1
613,71,2022-05-05,1
1018,456,2023-08-05,4
1032,398,2023-12-01,1
126,532,2020-12-31,1
885,1046,2023-09-27,4
924,856,2022-03-01,4
415,781,2023-02-01,5
1138,107,2020-11-29,4
460,115,2024-04-30,5
603,300,2022-10-21,4
780,107,2019-12-29,5
797,652,2022-01-28,1
89,243,2023-12-04,5
553,591,2021-03-20,5
250,516,2021-03-11,4
1062,529,2022-04-14,3
318,929,2022-03-08,1
369,390,2020-04-01,4
613,188,2023-02-21,1
156,1219,2020-02-22,3
472,308,2020-03-16,2
111,271,2021-10-16,4
1181,1087,2023-05-15,1
36,479,2020-01-22,3
99,512,2021-07-09,4
619,1102,2023-11-17,1
1117,45,2020-11-04,1
43,312,2020-09-27,4
368,635,2021-11-09,4
1145,1166,2021-09-09,5
673,1114,2020-03-15,2
1034,213,2020-01-18,5
576,1077,2020-07-18,1
33,746,2022-01-31,3
211,427,2022-05-21,2
141,8,2023-12-19,1
719,236,2022-04-04,3
515,1021,2020-10-23,2
28,157,2022-02-16,1
1040,6,2019-12-18,3
788,679,2023-08-29,4
690,1109,2023-10-21,2
583,155,2022-08-28,4
288,792,2023-07-16,3
647,652,2022-05-29,1
154,535,2022-02-24,5
1211,779,2022-08-15,4
835,257,2021-10-10,3
588,365,2021-07-01,2
1131,1060,2022-03-19,4
1038,629,2024-01-24,1
1212,1006,2022-04-17,2
628,1000,2020-05-26,3
390,6,2023-02-04,3
1202,1186,2022-10-21,3
902,964,2021-02-11,1
242,545,2020-07-17,1
464,728,2022-05-01,1
1051,1078,2022-04-08,2
136,317,2020-09-11,1
401,702,2021-04-26,4
683,704,2022-06-29,4
1204,1072,2022-02-11,2
915,31,2023-09-12,4
1024,935,2020-12-30,1
143,1012,2021-07-31,2
183,1177,2022-04-19,1
487,443,2022-01-20,1
432,157,2023-09-25,2
114,963,2020-08-15,5
468,381,2019-12-22,2
1087,306,2023-03-02,2
214,795,2022-02-11,5
1060,1064,2021-10-20,4
798,1191,2019-10-25,4
641,177,2024-01-04,5
922,1195,2021-09-15,4
596,482,2021-02-19,4
226,722,2020-11-10,3
344,794,2023-12-04,1
671,499,2024-04-01,4
840,54,2024-03-15,1
1212,88,2019-09-28,1
317,947,2023-09-22,5
288,274,2019-12-17,5
258,381,2021-09-22,4
1014,453,2020-10-13,2
681,438,2021-05-22,3
1200,175,2022-01-05,2
761,877,2022-01-12,5
26,61,2023-03-04,4
754,335,2024-03-30,5
5,1024,2023-01-07,5
970,772,2020-08-16,1
516,233,2020-08-16,5
1137,564,2021-10-17,1
924,612,2023-01-05,4
434,636,2021-02-20,3
808,709,2020-11-06,4
160,1189,2024-01-08,2
655,1182,2021-08-31,5
435,684,2022-07-04,3
970,296,2022-04-25,2
78,231,2024-04-26,3
261,598,2020-10-15,1
888,1025,2021-07-18,1
159,16,2021-09-17,2
1003,43,2022-07-11,2
428,815,2019-12-15,4
1141,965,2020-03-14,1
660,8,2020-11-20,3
736,387,2021-03-08,1
1021,1004,2023-12-16,5
1094,694,2024-04-09,5
563,611,2021-12-02,5
885,379,2024-04-07,4
1131,1075,2022-06-02,5
256,1065,2020-07-07,3
475,682,2021-07-15,1
975,198,2024-01-31,5
384,925,2019-08-23,2
464,298,2022-03-28,5
861,117,2019-10-20,5
805,565,2019-10-26,5
3,67,2019-10-20,5
872,147,2022-05-17,4
403,517,2020-08-07,2
402,430,2022-01-10,5
805,1089,2019-08-14,5
931,386,2019-09-24,1
387,780,2021-05-17,5
570,221,2020-07-24,3
973,127,2020-07-14,2
1081,673,2019-12-15,2
1146,10,2022-10-25,4
1051,617,2019-10-10,1
505,1165,2020-10-13,5
614,106,2019-11-11,2
217,577,2022-08-23,5
993,964,2021-06-15,4
1153,1130,2024-07-14,2
774,862,2023-11-06,4
109,997,2019-10-14,5
922,1218,2021-03-21,2
770,996,2024-08-02,4
1203,772,2020-02-19,4
559,957,2020-01-28,3
1041,363,2023-04-05,1
453,973,2024-02-13,5
50,136,2022-04-02,5
44,197,2022-09-08,2
853,156,2023-09-10,3
721,880,2020-09-11,3
456,403,2022-01-06,4
815,945,2022-06-29,4
237,934,2020-02-04,4
1141,59,2020-10-14,2
504,729,2022-12-13,5
189,819,2022-12-08,5
259,1142,2023-06-23,5
450,889,2022-07-16,4
980,167,2023-09-02,1
849,646,2021-10-16,1
54,1023,2023-08-19,5
449,882,2024-01-16,4
326,147,2023-11-04,1
105,43,2023-10-22,1
431,747,2022-11-25,2
79,178,2023-07-26,5
345,670,2020-03-20,2
469,507,2022-08-17,3
217,1206,2020-11-08,5
739,1139,2022-11-19,3
170,508,2022-09-05,2
465,1083,2021-06-02,5
672,306,2019-11-07,3
920,924,2022-10-27,3
119,3,2020-08-11,4
457,872,2021-06-15,4
553,1050,2023-07-25,5
347,646,2022-02-19,3
600,417,2020-11-19,3
283,353,2021-01-25,5
1202,576,2023-01-29,2
1156,784,2023-01-23,4
754,934,2023-06-11,2
669,581,2020-03-28,3
51,122,2022-02-07,1
889,332,2022-05-16,3
752,493,2021-11-20,4
1125,114,2024-07-31,1
1060,540,2024-01-20,3
495,925,2021-10-01,3
869,1057,2019-12-22,1
1065,594,2019-11-28,4
549,137,2020-08-17,5
228,767,2021-01-22,4
151,1210,2023-06-26,1
1195,901,2020-12-16,3
424,823,2024-05-26,3
707,1011,2023-10-29,5
1216,397,2021-10-01,5
626,3,2020-03-08,4
984,572,2022-03-17,2
745,1054,2024-05-19,5
410,412,2020-09-30,2
486,777,2020-08-14,5
613,447,2019-09-07,2
718,1154,2024-01-23,3
63,533,2021-06-02,3
277,224,2023-06-05,1
178,1110,2019-12-17,3
290,1206,2024-06-04,5
1071,571,2020-06-09,5
964,391,2022-02-13,2
363,122,2023-03-27,2
565,91,2023-12-17,1
758,446,2023-09-23,2
355,181,2019-11-29,1
606,146,2023-03-01,5
652,1058,2021-08-27,5
916,634,2022-11-19,4
1000,575,2022-09-17,2
213,164,2023-02-15,3
1209,100,2023-08-28,5
569,597,2021-05-30,2
772,974,2022-11-06,1
1097,1090,2023-05-09,3
360,1136,2022-08-22,4
24,554,2021-04-30,2
33,322,2022-07-08,3
808,999,2024-08-02,5
357,51,2024-04-12,2
607,821,2021-12-06,5
514,358,2021-02-09,5
755,399,2020-05-21,5
283,592,2022-04-24,3
348,1157,2021-10-15,1
1046,180,2022-08-20,5
895,85,2020-04-19,5
820,209,2022-08-26,4
63,851,2019-09-04,2
1001,298,2021-05-03,2
51,668,2022-07-31,2
375,809,2021-04-06,1
147,1007,2023-08-30,4
932,203,2021-12-30,3
111,1211,2022-06-26,1
1210,396,2021-08-21,1
345,440,2020-03-05,5
991,1068,2023-08-31,3
1189,863,2020-10-06,3
94,55,2021-04-14,1
23,1182,2022-08-22,3
786,854,2021-09-18,5
514,1102,2021-01-25,2
1203,1002,2019-08-24,5
763,759,2022-04-09,3
1143,611,2021-12-03,3
31,383,2023-06-04,3
65,1140,2024-03-13,2
891,101,2019-10-29,5
508,1155,2020-10-29,5
736,606,2024-07-16,4
1057,39,2023-03-07,5
661,293,2024-06-03,1
357,1095,2021-11-25,2
218,173,2021-08-21,3
962,205,2019-10-12,5
1177,332,2022-08-24,2
16,970,2023-05-30,2
503,57,2020-02-13,4
1181,188,2021-09-22,1
826,144,2020-02-12,4
1020,197,2023-10-25,5
424,743,2024-02-08,4
267,436,2020-01-21,1
1180,100,2021-10-15,2
320,207,2023-08-11,4
596,656,2021-06-22,2
516,1190,2023-08-30,5
114,773,2023-04-30,4
569,1046,2024-05-16,2
1082,119,2024-03-24,5
459,665,2023-12-16,2
541,1162,2021-03-10,1
1106,1165,2021-08-11,5
448,108,2021-05-15,3
1187,756,2021-11-20,3
651,622,2020-02-12,5
